id,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price
53226366,Copacabana,Entire home/apt,4,1.0,2.0,5.0,1600.0
53226565,Rio Comprido,Entire home/apt,10,3.5,6.0,5.0,600.0
53227560,Moneró,Entire home/apt,2,1.0,1.0,1.0,137.0
53228289,Recreio dos Bandeirantes,Entire home/apt,6,2.0,3.0,3.0,12000.0
53231351,Recreio dos Bandeirantes,Entire home/apt,6,2.0,2.0,4.0,2007.0
53231809,Copacabana,Entire home/apt,8,3.0,2.0,3.0,1750.0
53234214,Copacabana,Private room,2,1.0,1.0,1.0,565.0
53352919,Barra de Guaratiba,Entire home/apt,16,10.0,8.0,8.0,10714.0
53357817,Recreio dos Bandeirantes,Entire home/apt,7,1.0,2.0,5.0,571.0
53357824,Botafogo,Entire home/apt,2,1.0,1.0,1.0,360.0
53362124,Copacabana,Entire home/apt,4,2.0,1.0,2.0,581.0
53362351,Copacabana,Entire home/apt,4,1.0,1.0,2.0,806.0
53372651,São Cristóvão,Private room,3,1.0,1.0,3.0,181.0
53373125,Copacabana,Entire home/apt,10,2.5,3.0,6.0,1965.0
53373600,Tijuca,Private room,2,1.0,1.0,1.0,175.0
53373841,Tijuca,Private room,2,1.0,1.0,1.0,175.0
53235148,Leblon,Private room,1,1.0,1.0,1.0,637.0
53235170,Copacabana,Entire home/apt,2,1.0,1.0,1.0,839.0
53238927,Copacabana,Entire home/apt,4,2.0,2.0,3.0,600.0
53240333,Copacabana,Entire home/apt,4,1.0,2.0,2.0,1279.0
53241129,Copacabana,Entire home/apt,3,2.0,1.0,1.0,550.0
53242073,Copacabana,Entire home/apt,2,1.0,1.0,1.0,500.0
53242283,Ipanema,Entire home/apt,4,1.0,1.0,2.0,1071.0
53245865,Copacabana,Entire home/apt,6,2.0,2.0,5.0,1500.0
53248871,Copacabana,Entire home/apt,3,,1.0,,
53251275,Copacabana,Entire home/apt,3,1.0,1.0,1.0,967.0
53254267,Centro,Entire home/apt,3,1.0,1.0,1.0,590.0
53254322,Copacabana,Entire home/apt,5,1.0,1.0,4.0,420.0
53255363,Ipanema,Entire home/apt,3,1.0,1.0,2.0,1483.0
53257741,São Conrado,Private room,2,,1.0,,
53259210,Ipanema,Entire home/apt,4,1.0,1.0,2.0,1115.0
53373985,Tijuca,Private room,2,1.0,1.0,1.0,200.0
53374541,Ipanema,Entire home/apt,8,2.5,4.0,4.0,2300.0
53375639,Rio Comprido,Private room,2,2.0,1.0,1.0,120.0
53375657,Copacabana,Entire home/apt,10,1.0,3.0,5.0,380.0
53377115,Barra da Tijuca,Entire home/apt,6,2.0,2.0,4.0,1107.0
53379730,Copacabana,Entire home/apt,12,3.0,3.0,10.0,1429.0
53381338,Leme,Entire home/apt,6,3.0,2.0,5.0,314.0
53382549,Recreio dos Bandeirantes,Entire home/apt,4,2.0,2.0,3.0,750.0
53382575,Flamengo,Entire home/apt,4,1.0,1.0,3.0,403.0
53383541,Ipanema,Entire home/apt,3,1.0,1.0,2.0,1374.0
53384184,Copacabana,Entire home/apt,2,1.0,1.0,2.0,499.0
53260544,Copacabana,Entire home/apt,3,1.0,1.0,2.0,1240.0
53261832,Copacabana,Entire home/apt,8,4.0,3.0,3.0,3900.0
53267768,Copacabana,Entire home/apt,8,2.5,3.0,7.0,2400.0
53270675,Copacabana,Entire home/apt,6,1.5,2.0,3.0,1585.0
53275842,Copacabana,Entire home/apt,5,2.0,2.0,3.0,1264.0
53277345,Jardim Botânico,Private room,2,1.0,1.0,1.0,200.0
53279263,Copacabana,Entire home/apt,4,1.0,1.0,1.0,957.0
53281311,Ipanema,Entire home/apt,3,1.5,1.0,2.0,1417.0
53281475,Cosme Velho,Entire home/apt,4,2.0,2.0,3.0,736.0
53282027,Maracanã,Entire home/apt,5,1.0,2.0,3.0,881.0
53285252,Copacabana,Entire home/apt,4,1.0,1.0,3.0,787.0
53387113,Leblon,Entire home/apt,4,2.0,2.0,3.0,1671.0
53387922,Barra da Tijuca,Entire home/apt,7,,2.0,,
53392519,Leblon,Entire home/apt,3,1.0,1.0,2.0,250.0
53393697,Recreio dos Bandeirantes,Entire home/apt,7,1.0,2.0,5.0,661.0
53396720,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,602.0
53398748,Copacabana,Entire home/apt,4,1.5,2.0,4.0,1457.0
53400915,Catete,Entire home/apt,4,1.5,2.0,2.0,439.0
53400974,Barra da Tijuca,Entire home/apt,6,,3.0,,
53400991,Copacabana,Entire home/apt,2,1.0,1.0,1.0,427.0
53403355,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,501.0
53404265,Copacabana,Entire home/apt,4,,1.0,,
53287743,Barra da Tijuca,Entire home/apt,8,4.5,4.0,4.0,8400.0
53287939,Copacabana,Entire home/apt,3,1.0,1.0,1.0,426.0
53288432,Taquara,Entire home/apt,5,1.0,1.0,3.0,141.0
53405979,Guaratiba,Entire home/apt,10,1.0,2.0,11.0,1100.0
53407881,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1478.0
53408191,Copacabana,Private room,2,1.0,1.0,1.0,200.0
53412945,Copacabana,Entire home/apt,4,1.0,1.0,1.0,384.0
53414277,Leblon,Entire home/apt,9,4.0,4.0,6.0,22674.0
53414502,Barra da Tijuca,Entire home/apt,2,1.0,1.0,2.0,568.0
53415141,Copacabana,Entire home/apt,3,1.0,1.0,2.0,129.0
53415930,Leblon,Entire home/apt,7,3.0,4.0,4.0,8491.0
53418127,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,596.0
53288525,Copacabana,Entire home/apt,6,2.0,3.0,3.0,8441.0
53288817,Cachambi,Entire home/apt,6,1.0,2.0,3.0,620.0
53289387,Leblon,Entire home/apt,3,1.0,1.0,1.0,1600.0
53290689,Copacabana,Entire home/apt,4,2.0,2.0,2.0,1014.0
53291327,Leblon,Entire home/apt,5,2.0,2.0,7.0,2643.0
53292943,Guaratiba,Entire home/apt,16,4.0,4.0,16.0,1270.0
53293089,Copacabana,Entire home/apt,4,1.0,1.0,1.0,1029.0
53295994,Ipanema,Entire home/apt,5,2.0,1.0,4.0,1829.0
53418977,Copacabana,Entire home/apt,4,1.0,1.0,3.0,768.0
53419342,Copacabana,Entire home/apt,3,1.0,1.0,2.0,427.0
53419386,Gardênia Azul,Entire home/apt,6,2.0,2.0,3.0,601.0
53419530,Copacabana,Entire home/apt,8,2.0,3.0,4.0,8990.0
53420401,Copacabana,Entire home/apt,6,3.0,3.0,6.0,2000.0
53424403,Botafogo,Entire home/apt,4,1.0,1.0,1.0,955.0
53427447,Copacabana,Entire home/apt,4,1.0,1.0,1.0,860.0
53429967,Ipanema,Entire home/apt,4,2.0,1.0,2.0,10530.0
53430264,Botafogo,Entire home/apt,4,1.0,1.0,1.0,1500.0
53464887,Copacabana,Entire home/apt,5,1.0,1.0,1.0,917.0
53468704,Copacabana,Entire home/apt,3,1.0,1.0,2.0,736.0
53473775,Leblon,Entire home/apt,3,2.0,2.0,2.0,2250.0
53474177,Barra da Tijuca,Entire home/apt,6,2.0,2.0,2.0,2143.0
53475030,Tijuca,Private room,1,1.0,1.0,1.0,80.0
53477489,Botafogo,Entire home/apt,4,1.0,1.0,2.0,586.0
53477715,Guaratiba,Entire home/apt,2,1.0,1.0,1.0,236.0
53478485,Gávea,Entire home/apt,4,,2.0,,
53479559,Copacabana,Shared room,1,1.0,1.0,1.0,237.0
53488345,Ipanema,Entire home/apt,4,1.5,2.0,3.0,4000.0
53489996,Ipanema,Entire home/apt,6,2.0,3.0,3.0,4000.0
53490306,Copacabana,Entire home/apt,3,2.5,2.0,2.0,1114.0
53492511,Copacabana,Entire home/apt,6,1.0,2.0,1.0,600.0
53430435,Flamengo,Entire home/apt,4,1.0,1.0,2.0,559.0
53431305,Copacabana,Entire home/apt,3,1.0,1.0,2.0,686.0
53431362,Tijuca,Entire home/apt,9,2.5,3.0,9.0,1346.0
53432094,Catete,Entire home/apt,3,1.0,1.0,2.0,230.0
53432280,Barra da Tijuca,Entire home/apt,10,7.0,4.0,8.0,5000.0
53432429,Botafogo,Private room,1,1.0,1.0,,159.0
53432852,Recreio dos Bandeirantes,Entire home/apt,6,1.5,3.0,3.0,421.0
53432967,Barra de Guaratiba,Entire home/apt,12,4.0,3.0,8.0,2901.0
53433187,Laranjeiras,Entire home/apt,3,1.0,1.0,1.0,530.0
53434486,Centro,Private room,2,1.0,1.0,1.0,180.0
53492685,Leblon,Entire home/apt,2,1.5,1.0,1.0,457.0
53493001,Barra da Tijuca,Entire home/apt,4,,2.0,,
53495480,Botafogo,Entire home/apt,2,1.0,1.0,2.0,371.0
53495667,Barra da Tijuca,Entire home/apt,5,1.0,2.0,5.0,620.0
53495826,Copacabana,Entire home/apt,2,,1.0,,
53495998,Copacabana,Entire home/apt,2,1.0,1.0,2.0,474.0
53496722,Centro,Entire home/apt,4,1.0,1.0,3.0,343.0
53497501,Barra da Tijuca,Entire home/apt,4,1.5,1.0,1.0,500.0
53435619,Botafogo,Entire home/apt,4,,1.0,,
53435758,Barra da Tijuca,Entire home/apt,5,3.0,2.0,3.0,470.0
53436076,Paquetá,Entire home/apt,6,1.0,2.0,4.0,390.0
53441991,Copacabana,Entire home/apt,3,1.0,1.0,1.0,1731.0
53445430,Leme,Entire home/apt,5,2.0,3.0,4.0,829.0
53447819,Centro,Entire home/apt,5,1.0,1.0,2.0,574.0
53448099,Copacabana,Entire home/apt,4,2.0,2.0,2.0,1150.0
53448338,Copacabana,Entire home/apt,5,1.0,1.0,1.0,1348.0
53499644,Copacabana,Entire home/apt,4,1.0,1.0,4.0,904.0
53499709,Botafogo,Private room,2,,,,
53499737,Jacarepaguá,Entire home/apt,8,2.0,3.0,5.0,1425.0
53500704,Barra da Tijuca,Entire home/apt,5,1.0,1.0,2.0,629.0
53502056,Maracanã,Private room,4,1.0,3.0,4.0,193.0
53506272,Botafogo,Entire home/apt,2,,,,
53507750,Copacabana,Entire home/apt,4,1.0,1.0,0.0,677.0
53508304,Ipanema,Entire home/apt,4,2.0,2.0,3.0,4500.0
53508798,Copacabana,Entire home/apt,6,3.0,3.0,3.0,2257.0
53509177,Copacabana,Entire home/apt,4,1.0,1.0,2.0,899.0
53509509,Copacabana,Entire home/apt,2,,1.0,,
53509735,Copacabana,Entire home/apt,3,1.0,2.0,2.0,1389.0
53509947,Copacabana,Entire home/apt,8,3.0,3.0,4.0,1800.0
53510025,Copacabana,Entire home/apt,6,3.0,3.0,3.0,8775.0
53510679,Copacabana,Entire home/apt,2,1.0,1.0,1.0,210.0
53512544,Jacarepaguá,Entire home/apt,5,1.0,2.0,5.0,600.0
53512617,Ipanema,Entire home/apt,4,3.0,2.0,3.0,2340.0
53513251,Copacabana,Entire home/apt,4,2.5,2.0,2.0,1300.0
53449776,Barra da Tijuca,Entire home/apt,2,2.0,1.0,3.0,650.0
53449924,Copacabana,Entire home/apt,4,2.0,1.0,1.0,529.0
53454821,Laranjeiras,Entire home/apt,4,,2.0,,
53459199,Ipanema,Entire home/apt,2,1.0,1.0,2.0,1500.0
53462418,Barra da Tijuca,Entire home/apt,4,2.0,2.0,2.0,1257.0
53463128,Saúde,Entire home/apt,14,2.0,4.0,11.0,1943.0
53594313,Copacabana,Entire home/apt,3,1.0,1.0,3.0,504.0
53600775,Copacabana,Entire home/apt,4,2.0,2.0,3.0,4000.0
53601577,Copacabana,Entire home/apt,4,2.0,2.0,2.0,1184.0
53601755,Santa Teresa,Private room,2,1.0,1.0,1.0,329.0
53516867,Copacabana,Private room,2,1.0,1.0,1.0,397.0
53517703,Copacabana,Entire home/apt,6,1.0,2.0,3.0,1500.0
53518575,Copacabana,Private room,8,1.0,1.0,6.0,1600.0
53520481,Copacabana,Private room,2,1.0,1.0,1.0,642.0
53523817,Laranjeiras,Private room,3,1.0,1.0,2.0,450.0
53525669,Botafogo,Private room,1,1.5,1.0,1.0,79.0
53525678,Botafogo,Private room,1,1.0,1.0,1.0,77.0
53602938,Leblon,Entire home/apt,4,1.5,2.0,2.0,1850.0
53605661,Copacabana,Private room,2,1.0,1.0,1.0,1050.0
53606008,Copacabana,Entire home/apt,6,1.5,3.0,3.0,1543.0
53608007,Recreio dos Bandeirantes,Entire home/apt,12,2.0,3.0,9.0,900.0
53608053,Tijuca,Entire home/apt,6,1.0,2.0,5.0,2507.0
53608513,Barra da Tijuca,Entire home/apt,14,4.5,4.0,4.0,4537.0
53608514,Leblon,Entire home/apt,6,2.0,2.0,3.0,1195.0
53609003,Leblon,Entire home/apt,4,1.0,1.0,2.0,1286.0
53526224,Ipanema,Entire home/apt,2,1.0,1.0,2.0,9207.0
53528403,Barra da Tijuca,Entire home/apt,6,2.0,2.0,5.0,2800.0
53529723,Ipanema,Entire home/apt,8,3.0,3.0,5.0,2602.0
53530433,Barra da Tijuca,Entire home/apt,5,2.0,2.0,2.0,1000.0
53531172,Copacabana,Entire home/apt,4,1.0,1.0,1.0,386.0
53532113,Copacabana,Entire home/apt,4,1.0,1.0,2.0,774.0
53610591,Jacarepaguá,Entire home/apt,4,1.0,1.0,2.0,359.0
53611753,Lagoa,Entire home/apt,6,2.0,3.0,4.0,1221.0
53612659,Recreio dos Bandeirantes,Entire home/apt,2,1.0,0.0,2.0,350.0
53612943,Jacarepaguá,Entire home/apt,2,1.0,1.0,1.0,364.0
53614451,Botafogo,Private room,2,1.0,1.0,2.0,450.0
53615128,Copacabana,Entire home/apt,3,1.0,1.0,2.0,1000.0
53617635,Catete,Entire home/apt,1,1.0,1.0,2.0,252.0
53617970,Ipanema,Entire home/apt,4,2.0,2.0,2.0,3000.0
53618747,Recreio dos Bandeirantes,Entire home/apt,12,2.0,3.0,9.0,900.0
53532119,Copacabana,Entire home/apt,3,1.0,1.0,2.0,464.0
53533087,Higienópolis,Entire home/apt,4,1.0,1.0,1.0,146.0
53533277,Botafogo,Entire home/apt,2,1.0,1.0,2.0,493.0
53535501,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1123.0
53539855,Ipanema,Entire home/apt,2,1.0,1.0,1.0,2837.0
53540154,Copacabana,Entire home/apt,4,1.0,1.0,2.0,643.0
53543063,Botafogo,Shared room,1,1.0,1.0,0.0,141.0
53544370,Vidigal,Private room,2,1.0,1.0,1.0,191.0
53544511,Leblon,Entire home/apt,5,,3.0,,
53544579,Copacabana,Entire home/apt,6,2.0,3.0,4.0,599.0
53546069,Copacabana,Entire home/apt,4,,2.0,,
53546421,Flamengo,Entire home/apt,2,1.0,1.0,1.0,699.0
53546743,Barra da Tijuca,Entire home/apt,4,1.0,1.0,2.0,1061.0
53548546,Ipanema,Entire home/apt,4,1.0,1.0,2.0,1408.0
53618936,Flamengo,Entire home/apt,4,1.0,1.0,2.0,786.0
53622138,Centro,Entire home/apt,4,1.0,1.0,1.0,500.0
53623449,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1044.0
53624358,Leblon,Entire home/apt,5,2.0,3.0,3.0,7075.0
53625010,Recreio dos Bandeirantes,Entire home/apt,2,,2.0,,
53625718,Taquara,Entire home/apt,8,1.0,1.0,0.0,182.0
53626514,Botafogo,Entire home/apt,3,1.0,1.0,2.0,470.0
53626778,Santa Teresa,Entire home/apt,4,2.0,2.0,2.0,518.0
53627310,Leblon,Entire home/apt,2,1.0,1.0,1.0,914.0
53628034,Leme,Entire home/apt,1,1.0,1.0,1.0,542.0
53550598,Vargem Pequena,Entire home/apt,4,1.0,2.0,3.0,586.0
53552613,Recreio dos Bandeirantes,Entire home/apt,8,5.5,3.0,3.0,4800.0
53552748,Andaraí,Entire home/apt,6,3.5,3.0,3.0,500.0
53555219,Copacabana,Entire home/apt,10,,3.0,,
53555412,Botafogo,Entire home/apt,8,2.0,3.0,5.0,1829.0
53556043,Ipanema,Entire home/apt,4,1.5,2.0,2.0,1239.0
53557900,Copacabana,Entire home/apt,9,1.5,2.0,8.0,2014.0
53628530,Copacabana,Entire home/apt,3,1.0,1.0,2.0,500.0
53629391,Santa Teresa,Entire home/apt,4,1.0,1.0,3.0,231.0
53631899,Copacabana,Entire home/apt,4,1.0,1.0,3.0,199.0
53632622,Leme,Entire home/apt,3,1.0,1.0,1.0,800.0
53634523,Leblon,Entire home/apt,4,2.0,2.0,2.0,2500.0
53640153,Andaraí,Entire home/apt,4,,2.0,,
53640280,Copacabana,Entire home/apt,6,2.0,2.0,2.0,1898.0
53640649,Copacabana,Entire home/apt,2,1.0,1.0,2.0,2023.0
53641157,São Cristóvão,Private room,6,1.0,1.0,5.0,163.0
53558762,Santa Teresa,Entire home/apt,2,1.0,1.0,1.0,266.0
53561378,Catete,Entire home/apt,6,,2.0,,
53566853,Ipanema,Entire home/apt,4,1.0,2.0,2.0,1200.0
53567070,Barra da Tijuca,Entire home/apt,12,5.5,5.0,6.0,5171.0
53567382,Copacabana,Entire home/apt,6,2.5,3.0,4.0,1042.0
53568049,Barra da Tijuca,Entire home/apt,16,6.5,5.0,1.0,5611.0
53568348,Copacabana,Entire home/apt,7,,2.0,,
53568624,Copacabana,Entire home/apt,4,1.0,1.0,1.0,943.0
53568661,Estácio,Private room,2,1.5,1.0,1.0,421.0
53571495,Campo Grande,Entire home/apt,4,1.0,2.0,2.0,225.0
53571693,Copacabana,Entire home/apt,4,1.0,1.0,2.0,934.0
53577019,Copacabana,Entire home/apt,6,,1.0,,
53579297,Copacabana,Entire home/apt,6,2.0,2.0,4.0,1314.0
53580851,Gardênia Azul,Entire home/apt,4,1.0,2.0,2.0,350.0
53641407,Laranjeiras,Entire home/apt,5,2.0,2.0,2.0,1159.0
53642062,Leblon,Entire home/apt,4,2.0,2.0,2.0,1204.0
53642521,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1171.0
53642938,Copacabana,Entire home/apt,2,1.0,1.0,2.0,300.0
53645290,Copacabana,Entire home/apt,2,,1.0,,
53645847,Copacabana,Entire home/apt,4,1.0,1.0,1.0,1200.0
53646818,São Conrado,Entire home/apt,2,1.5,1.0,2.0,300.0
53646872,Copacabana,Entire home/apt,4,1.0,1.0,2.0,293.0
53648464,Taquara,Entire home/apt,5,1.0,2.0,2.0,417.0
53648697,São Cristóvão,Private room,6,1.5,1.0,5.0,181.0
53648725,Centro,Entire home/apt,2,1.0,1.0,2.0,814.0
53581072,Camorim,Entire home/apt,8,2.0,3.0,7.0,507.0
53581293,Recreio dos Bandeirantes,Entire home/apt,7,,3.0,,
53581631,Copacabana,Entire home/apt,3,1.0,0.0,2.0,757.0
53583993,Copacabana,Entire home/apt,2,1.0,1.0,2.0,536.0
53584910,Humaitá,Entire home/apt,3,1.0,1.0,1.0,603.0
53585974,Estácio,Entire home/apt,8,2.0,3.0,4.0,1286.0
53586947,Gardênia Azul,Entire home/apt,6,1.0,3.0,3.0,800.0
53587093,Ipanema,Entire home/apt,4,2.0,2.0,2.0,1427.0
53648743,Copacabana,Entire home/apt,2,1.0,0.0,2.0,350.0
53653469,Copacabana,Entire home/apt,9,3.5,5.0,8.0,3793.0
53653502,Copacabana,Entire home/apt,8,3.0,3.0,5.0,6441.0
53654867,Copacabana,Entire home/apt,4,1.0,1.0,2.0,794.0
53655542,Barra da Tijuca,Entire home/apt,3,1.0,1.0,3.0,742.0
53656153,Ipanema,Entire home/apt,6,3.0,3.0,4.0,2114.0
53658208,Recreio dos Bandeirantes,Entire home/apt,12,4.0,4.0,8.0,3857.0
53659547,Copacabana,Entire home/apt,2,1.5,1.0,1.0,593.0
53659819,Copacabana,Entire home/apt,4,1.5,3.0,6.0,1600.0
53662557,Copacabana,Entire home/apt,6,1.0,1.0,3.0,770.0
53587502,Gardênia Azul,Entire home/apt,6,2.0,2.0,3.0,711.0
53588636,Copacabana,Private room,1,1.0,1.0,1.0,245.0
53589075,Ipanema,Entire home/apt,2,1.0,1.0,1.0,1053.0
53589927,Centro,Entire home/apt,2,,1.0,,
53589985,Botafogo,Entire home/apt,5,,2.0,,
53590282,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,550.0
53591255,Ipanema,Entire home/apt,5,3.0,2.0,5.0,1914.0
53662912,Botafogo,Entire home/apt,2,1.0,0.0,1.0,800.0
53663323,Ipanema,Entire home/apt,3,1.0,0.0,1.0,1000.0
53663576,Copacabana,Private room,2,1.0,1.0,1.0,602.0
53663650,Recreio dos Bandeirantes,Entire home/apt,16,1.0,1.0,2.0,587.0
53665109,Marechal Hermes,Entire home/apt,4,1.0,2.0,2.0,199.0
53665337,Bento Ribeiro,Entire home/apt,3,1.5,1.0,2.0,216.0
53665953,Centro,Entire home/apt,2,,1.0,,
53666932,Copacabana,Entire home/apt,4,1.0,1.0,1.0,769.0
53667075,Ipanema,Private room,3,1.0,1.0,1.0,693.0
53667347,Barra da Tijuca,Entire home/apt,4,1.0,0.0,2.0,904.0
53591773,Copacabana,Entire home/apt,4,0.0,0.0,2.0,929.0
53592213,Centro,Entire home/apt,4,1.0,1.0,1.0,800.0
53593512,Botafogo,Entire home/apt,2,1.0,1.0,1.0,212.0
53715226,Centro,Entire home/apt,4,1.0,2.0,3.0,929.0
53715896,Ipanema,Entire home/apt,7,4.0,3.0,4.0,2375.0
53717597,Barra da Tijuca,Private room,2,1.0,1.0,2.0,400.0
53717598,Barra da Tijuca,Entire home/apt,6,3.5,3.0,5.0,2000.0
53719736,Copacabana,Entire home/apt,2,1.0,1.0,1.0,736.0
53721000,Copacabana,Entire home/apt,8,2.0,3.0,7.0,1150.0
53722687,Copacabana,Entire home/apt,4,1.0,0.0,2.0,243.0
53723188,Copacabana,Entire home/apt,6,1.0,1.0,3.0,1727.0
53723216,Copacabana,Entire home/apt,5,2.0,2.0,2.0,1000.0
53667393,Copacabana,Entire home/apt,4,1.0,1.0,3.0,900.0
53668079,Paciência,Entire home/apt,4,1.0,2.0,4.0,350.0
53669884,Centro,Entire home/apt,2,1.0,1.0,1.0,276.0
53670892,Jardim Botânico,Entire home/apt,2,1.0,1.0,1.0,405.0
53671898,Recreio dos Bandeirantes,Entire home/apt,6,,2.0,,
53673312,Recreio dos Bandeirantes,Entire home/apt,6,2.0,2.0,3.0,1107.0
53675765,Botafogo,Entire home/apt,5,1.0,2.0,2.0,950.0
53680131,Ipanema,Entire home/apt,4,3.0,2.0,2.0,1707.0
53681364,Copacabana,Entire home/apt,4,1.0,1.0,1.0,694.0
53681697,Camorim,Entire home/apt,6,,2.0,,
53723918,Recreio dos Bandeirantes,Entire home/apt,4,1.0,1.0,1.0,300.0
53724691,Jacarepaguá,Entire home/apt,10,2.0,2.0,3.0,1643.0
53724768,Jacarepaguá,Entire home/apt,10,2.0,2.0,3.0,450.0
53725290,Copacabana,Entire home/apt,2,,1.0,,
53727197,Copacabana,Entire home/apt,5,1.0,1.0,3.0,1089.0
53729951,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1100.0
53731143,Barra da Tijuca,Entire home/apt,6,,2.0,,
53731574,Leme,Entire home/apt,4,1.0,1.0,2.0,586.0
53731872,Leblon,Entire home/apt,5,1.5,2.0,4.0,1471.0
53731982,Leblon,Entire home/apt,3,1.0,1.0,1.0,1104.0
53732741,Botafogo,Entire home/apt,5,1.0,2.0,2.0,480.0
53733044,Leblon,Entire home/apt,4,1.0,0.0,2.0,1250.0
53734077,Copacabana,Entire home/apt,3,1.0,1.0,2.0,788.0
53734753,Copacabana,Entire home/apt,6,4.0,3.0,3.0,4000.0
53682718,Copacabana,Entire home/apt,2,,1.0,,
53682862,Ipanema,Entire home/apt,4,2.0,2.0,3.0,1250.0
53684070,Camorim,Entire home/apt,4,1.0,1.0,1.0,786.0
53686722,Copacabana,Entire home/apt,2,1.0,1.0,1.0,4000.0
53687067,Leblon,Entire home/apt,4,1.0,2.0,3.0,2000.0
53688296,Laranjeiras,Entire home/apt,2,1.0,1.0,1.0,400.0
53688904,Camorim,Private room,3,1.0,1.0,1.0,550.0
53689452,Camorim,Entire home/apt,4,2.0,2.0,2.0,371.0
53691757,Jardim Botânico,Private room,2,1.0,2.0,2.0,142.0
53695388,Barra da Tijuca,Entire home/apt,16,5.5,5.0,17.0,7500.0
53697524,Recreio dos Bandeirantes,Entire home/apt,5,2.0,2.0,3.0,1357.0
53735079,Ipanema,Entire home/apt,8,3.0,4.0,5.0,4007.0
53735553,Copacabana,Entire home/apt,15,3.0,2.0,1.0,1000.0
53738894,Copacabana,Entire home/apt,4,,1.0,,
53738927,Leblon,Entire home/apt,6,2.0,3.0,5.0,2857.0
53739574,Paquetá,Entire home/apt,2,1.0,1.0,1.0,343.0
53739959,Copacabana,Entire home/apt,2,1.0,1.0,1.0,977.0
53699298,Copacabana,Entire home/apt,3,1.0,1.0,2.0,351.0
53699487,Copacabana,Entire home/apt,4,1.0,1.0,1.0,350.0
53702945,Ipanema,Entire home/apt,4,2.0,2.0,2.0,2124.0
53704348,Recreio dos Bandeirantes,Entire home/apt,4,2.0,2.0,3.0,570.0
53705202,Copacabana,Entire home/apt,4,1.0,1.0,2.0,750.0
53705290,Copacabana,Entire home/apt,5,1.0,2.0,2.0,857.0
53705386,Copacabana,Entire home/apt,5,1.0,2.0,2.0,800.0
53707849,Ipanema,Entire home/apt,6,2.0,2.0,4.0,5009.0
53709461,Copacabana,Entire home/apt,6,2.0,2.0,2.0,1364.0
53711391,Botafogo,Entire home/apt,4,1.5,2.0,3.0,957.0
53712169,Ipanema,Entire home/apt,4,2.0,2.0,2.0,4980.0
53740028,Ipanema,Entire home/apt,4,2.5,2.0,2.0,1300.0
53740038,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,850.0
53740264,Recreio dos Bandeirantes,Entire home/apt,2,1.0,0.0,1.0,250.0
53740370,Copacabana,Entire home/apt,2,1.5,1.0,1.0,590.0
53741165,Botafogo,Entire home/apt,6,1.5,2.0,2.0,498.0
53742822,Copacabana,Entire home/apt,2,1.0,1.0,1.0,151.0
53746349,Copacabana,Entire home/apt,2,1.0,0.0,0.0,556.0
53750749,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1000.0
53755964,Copacabana,Entire home/apt,10,3.0,3.0,8.0,1300.0
53756010,Copacabana,Entire home/apt,6,2.0,2.0,4.0,1313.0
53756160,Copacabana,Entire home/apt,4,1.0,1.0,2.0,857.0
53758811,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1397.0
53762551,Copacabana,Entire home/apt,3,1.0,1.0,2.0,711.0
53762830,Catete,Entire home/apt,2,1.0,1.0,2.0,516.0
53765176,Flamengo,Entire home/apt,4,1.0,0.0,4.0,635.0
53712297,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1548.0
53817976,Flamengo,Entire home/apt,4,1.0,2.0,4.0,501.0
53821247,Copacabana,Entire home/apt,3,1.0,1.0,2.0,1204.0
53822508,Copacabana,Private room,1,1.5,1.0,1.0,443.0
53822564,Copacabana,Entire home/apt,4,1.0,2.0,3.0,440.0
53823490,Ipanema,Entire home/apt,3,1.0,1.0,1.0,800.0
53824249,Barra da Tijuca,Entire home/apt,2,,1.0,,
53825716,Laranjeiras,Entire home/apt,2,1.0,1.0,1.0,450.0
53826215,Santa Teresa,Private room,2,1.0,1.0,1.0,130.0
53828752,Gávea,Entire home/apt,6,1.0,2.0,3.0,341.0
53831834,Anil,Entire home/apt,5,2.0,2.0,4.0,455.0
53768141,Recreio dos Bandeirantes,Entire home/apt,6,2.0,3.0,6.0,543.0
53768422,Ipanema,Entire home/apt,2,1.5,1.0,1.0,871.0
53768443,Copacabana,Private room,1,1.0,2.0,1.0,114.0
53770913,Centro,Entire home/apt,5,1.0,1.0,2.0,414.0
53771101,Laranjeiras,Entire home/apt,4,1.5,3.0,3.0,750.0
53774356,Ipanema,Entire home/apt,2,1.0,1.0,1.0,1413.0
53774611,Jacarepaguá,Entire home/apt,5,0.0,1.0,2.0,233.0
