id,number_of_reviews,review_scores_rating
13650746,55,4.87
13651901,0,4.812309491059147
13751640,0,4.812309491059147
13752183,31,4.81
13752779,0,4.812309491059147
13752807,1,5.0
13758621,0,4.812309491059147
13762698,43,5.0
13764581,0,4.812309491059147
13765319,150,4.93
13657067,0,4.812309491059147
13659467,307,4.82
13659537,0,4.812309491059147
13659758,0,4.812309491059147
13659916,96,4.93
13665762,147,4.95
13667724,6,5.0
13668071,17,4.35
13668982,85,4.86
13669485,3,5.0
13768526,0,4.812309491059147
13771053,0,4.812309491059147
13771063,0,4.812309491059147
13772015,2,4.5
13777550,6,5.0
13780231,0,4.812309491059147
13784730,12,5.0
13786557,54,4.93
13787962,0,4.812309491059147
13672381,17,4.82
13674208,25,4.96
13682107,0,4.812309491059147
13682645,9,4.67
13684080,0,4.812309491059147
13829809,70,4.6
13829921,0,4.812309491059147
13831108,0,4.812309491059147
13788274,0,4.812309491059147
13793467,30,4.87
13795389,0,4.812309491059147
13795482,0,4.812309491059147
13796417,2,5.0
13796634,27,4.81
13796910,0,4.812309491059147
13797005,17,4.82
13799836,5,4.4
13801713,79,4.85
13839024,336,4.99
13839660,0,4.812309491059147
13840419,0,4.812309491059147
13841207,19,4.84
13842909,0,4.812309491059147
13844518,146,4.86
13844830,0,4.812309491059147
13801825,0,4.812309491059147
13807620,11,4.91
13810527,50,4.9
13810545,10,5.0
13819177,106,4.7
13820785,0,4.812309491059147
13822764,0,4.812309491059147
13823201,67,4.85
13845425,23,4.83
13845585,0,4.812309491059147
13846431,12,4.42
13847080,149,4.91
13847292,0,4.812309491059147
13847415,51,4.94
13847461,8,5.0
13824950,0,4.812309491059147
13826873,58,4.98
13827576,23,4.78
13828220,0,4.812309491059147
13828900,15,4.8
13829483,0,4.812309491059147
13941531,237,5.0
13941586,1,5.0
13847498,0,4.812309491059147
13847588,1,5.0
13847604,0,4.812309491059147
13849161,95,4.81
13854091,0,4.812309491059147
13855239,0,4.812309491059147
13856989,11,4.82
13858028,0,4.812309491059147
13941794,0,4.812309491059147
13941852,116,4.82
13942553,4,5.0
13942649,1,4.0
13942905,46,4.93
13943568,3,5.0
13947345,0,4.812309491059147
13949622,0,4.812309491059147
13949781,2,5.0
13859680,5,5.0
13860305,161,4.88
13861172,8,4.88
13862408,63,4.95
13862450,1,2.0
13865065,0,4.812309491059147
13865345,9,4.89
13865391,1,5.0
13865698,23,4.83
13866093,46,4.93
13866610,106,4.97
13949860,0,4.812309491059147
13950758,0,4.812309491059147
13951029,0,4.812309491059147
13953497,0,4.812309491059147
13954411,13,4.54
13955522,0,4.812309491059147
13955638,2,5.0
13874616,0,4.812309491059147
13875867,0,4.812309491059147
13877589,0,4.812309491059147
13879690,0,4.812309491059147
13880054,69,4.87
13880598,35,4.77
13882768,154,4.58
13883050,113,4.88
13883607,8,4.88
13955718,0,4.812309491059147
13957528,0,4.812309491059147
13958854,14,4.93
13959202,16,4.25
13959539,0,4.812309491059147
13959579,0,4.812309491059147
13959879,0,4.812309491059147
13960168,13,4.77
13960364,0,4.812309491059147
13895874,4,5.0
13895898,0,4.812309491059147
13896456,29,4.86
13897015,0,4.812309491059147
13898371,0,4.812309491059147
13898536,0,4.812309491059147
13898683,13,4.92
13899322,31,4.97
13960549,0,4.812309491059147
13960579,3,5.0
13961254,27,4.93
13961753,32,4.72
13961782,0,4.812309491059147
13962168,0,4.812309491059147
13962182,0,4.812309491059147
13966769,0,4.812309491059147
13966796,191,4.79
13967999,0,4.812309491059147
13968522,0,4.812309491059147
13899935,11,4.91
13900430,39,4.85
13900806,0,4.812309491059147
13905861,10,4.7
13906657,0,4.812309491059147
13908674,0,4.812309491059147
13909022,3,5.0
13911837,0,4.812309491059147
13969968,0,4.812309491059147
13971195,9,4.33
13971494,0,4.812309491059147
13972724,5,5.0
13974358,0,4.812309491059147
13975269,0,4.812309491059147
13975514,0,4.812309491059147
13976635,2,5.0
13979529,1,5.0
13979558,0,4.812309491059147
13915047,0,4.812309491059147
13915144,84,4.95
13915871,47,4.91
13916022,16,4.88
13924256,5,5.0
13924280,66,4.85
13980389,0,4.812309491059147
13980991,0,4.812309491059147
13981716,0,4.812309491059147
13982053,0,4.812309491059147
13986893,0,4.812309491059147
13988232,0,4.812309491059147
13988617,0,4.812309491059147
13988873,15,4.8
13989251,9,4.67
13989407,151,4.97
13925373,106,4.93
13925739,11,4.73
13926388,50,4.92
13926855,0,4.812309491059147
13927622,0,4.812309491059147
13990438,238,4.87
13994363,74,4.81
13998273,0,4.812309491059147
13998449,0,4.812309491059147
13998460,0,4.812309491059147
13934636,0,4.812309491059147
13935766,16,4.94
13936917,0,4.812309491059147
13937496,0,4.812309491059147
13937507,15,4.73
13998722,0,4.812309491059147
14005347,0,4.812309491059147
14007833,6,4.83
14008918,0,4.812309491059147
14010919,181,4.68
14013678,10,5.0
14014181,0,4.812309491059147
14014894,0,4.812309491059147
14015493,0,4.812309491059147
14015521,0,4.812309491059147
13938003,32,4.97
13938495,0,4.812309491059147
13938564,0,4.812309491059147
13939991,180,4.93
13940734,0,4.812309491059147
13941462,0,4.812309491059147
13941491,35,4.51
14101780,0,4.812309491059147
14102430,46,5.0
14104249,0,4.812309491059147
14104516,0,4.812309491059147
14016060,7,5.0
14019556,56,4.88
14020592,0,4.812309491059147
14022934,0,4.812309491059147
14023892,12,4.83
553440715632846154,79,5.0
14024617,0,4.812309491059147
14025137,0,4.812309491059147
14025405,0,4.812309491059147
14025605,0,4.812309491059147
14104769,0,4.812309491059147
14105198,0,4.812309491059147
14105651,7,5.0
14106481,20,5.0
14106805,0,4.812309491059147
14106976,0,4.812309491059147
14026047,0,4.812309491059147
14026293,0,4.812309491059147
14026779,0,4.812309491059147
14027464,0,4.812309491059147
14027719,0,4.812309491059147
14027889,10,5.0
14028243,0,4.812309491059147
14028792,0,4.812309491059147
14028825,0,4.812309491059147
14028975,0,4.812309491059147
14029369,55,4.87
14107248,0,4.812309491059147
14107511,0,4.812309491059147
14107581,0,4.812309491059147
14107842,0,4.812309491059147
14109461,2,5.0
14109519,13,4.77
14111099,74,4.74
14112635,0,4.812309491059147
14112897,4,5.0
14115945,0,4.812309491059147
14116341,0,4.812309491059147
14118570,0,4.812309491059147
14119086,38,4.95
14030256,153,4.65
14034824,1,5.0
14035016,143,4.94
14035276,0,4.812309491059147
14038185,0,4.812309491059147
14038977,5,5.0
14041562,0,4.812309491059147
14043014,0,4.812309491059147
14119176,0,4.812309491059147
14120818,33,4.88
14121891,0,4.812309491059147
14122253,119,4.93
14123269,0,4.812309491059147
14124466,49,4.98
14125791,136,4.92
14126420,7,5.0
14127025,49,4.69
14127061,0,4.812309491059147
14127123,0,4.812309491059147
14043105,0,4.812309491059147
14048280,0,4.812309491059147
14049622,42,4.81
14050225,0,4.812309491059147
14050380,0,4.812309491059147
14054550,0,4.812309491059147
14054669,0,4.812309491059147
14055123,14,4.57
14055661,0,4.812309491059147
14056588,0,4.812309491059147
14127493,0,4.812309491059147
14127685,2,5.0
14127755,1,5.0
14128126,10,5.0
14128231,5,4.4
14131434,0,4.812309491059147
14134103,0,4.812309491059147
14134357,0,4.812309491059147
14134419,1,5.0
14135206,0,4.812309491059147
14136560,0,4.812309491059147
14136577,0,4.812309491059147
14137746,0,4.812309491059147
14057070,0,4.812309491059147
14058258,14,4.5
14063764,0,4.812309491059147
14064883,0,4.812309491059147
14065473,0,4.812309491059147
14065491,12,4.92
14066297,0,4.812309491059147
14066728,0,4.812309491059147
14067297,0,4.812309491059147
14067773,0,4.812309491059147
14068867,0,4.812309491059147
14140266,0,4.812309491059147
14142012,0,4.812309491059147
14142088,47,4.94
14149411,1,4.0
14149915,0,4.812309491059147
14150801,0,4.812309491059147
14151208,0,4.812309491059147
14151352,0,4.812309491059147
14151667,14,5.0
14153501,10,5.0
14153517,20,4.55
14071312,0,4.812309491059147
14072020,0,4.812309491059147
14072596,3,5.0
14073907,6,4.83
14074294,0,4.812309491059147
14074526,0,4.812309491059147
14074655,25,5.0
14075102,0,4.812309491059147
14075143,0,4.812309491059147
14075161,0,4.812309491059147
14154036,184,4.96
14155076,9,5.0
14155271,198,4.84
14155318,17,5.0
14157991,140,4.84
14159596,0,4.812309491059147
14159822,0,4.812309491059147
14160824,0,4.812309491059147
14160917,0,4.812309491059147
14161562,5,4.6
14161998,0,4.812309491059147
14162953,4,4.75
14163896,0,4.812309491059147
14164922,8,5.0
14165055,282,4.89
14165670,0,4.812309491059147
14075497,3,3.67
14076155,0,4.812309491059147
14076395,0,4.812309491059147
14076648,16,5.0
14076921,0,4.812309491059147
14077497,0,4.812309491059147
14083765,0,4.812309491059147
14084093,4,4.5
14165939,291,4.97
14166169,83,4.75
14166644,0,4.812309491059147
14166763,2,4.5
14167385,0,4.812309491059147
14167580,0,4.812309491059147
14167762,6,4.67
14167941,0,4.812309491059147
14168397,0,4.812309491059147
14168428,74,4.8
14168488,16,4.81
14168916,170,4.67
14169071,5,5.0
14175587,12,4.83
14176410,0,4.812309491059147
14177574,3,5.0
14085045,15,4.2
14086135,0,4.812309491059147
14086366,0,4.812309491059147
14087023,58,4.78
14087208,16,4.75
14087934,0,4.812309491059147
14088589,4,4.75
14089841,0,4.812309491059147
14178318,0,4.812309491059147
14178673,0,4.812309491059147
14179759,17,4.94
14180303,0,4.812309491059147
14180398,95,4.96
14180505,1,5.0
14180518,0,4.812309491059147
14180897,0,4.812309491059147
14184511,0,4.812309491059147
14184933,0,4.812309491059147
14185112,20,5.0
14185317,0,4.812309491059147
14089971,1,5.0
14090358,0,4.812309491059147
14090395,0,4.812309491059147
14090499,0,4.812309491059147
14090870,0,4.812309491059147
14091508,0,4.812309491059147
14091908,5,5.0
14093339,69,5.0
14093364,0,4.812309491059147
14093838,0,4.812309491059147
14094070,3,5.0
14185620,0,4.812309491059147
14193435,4,4.75
14193456,0,4.812309491059147
14194373,1,5.0
14194628,1,5.0
14195976,1,5.0
14198125,0,4.812309491059147
14094549,21,5.0
14100023,0,4.812309491059147
14262254,0,4.812309491059147
14262949,88,4.89
14263833,17,4.88
14265234,10,4.4
14265617,35,4.89
14199323,553,4.92
14201089,0,4.812309491059147
14201719,40,4.73
14202379,0,4.812309491059147
14204163,1,5.0
14204422,0,4.812309491059147
14204783,4,5.0
14266961,0,4.812309491059147
14267105,66,4.94
14267466,0,4.812309491059147
14273477,14,4.71
14275843,107,4.61
14276179,1,5.0
14276591,4,4.75
14279238,220,4.93
14210530,1,5.0
14212386,0,4.812309491059147
14212596,0,4.812309491059147
14213194,17,5.0
14213950,4,5.0
14213971,14,4.86
14214679,35,4.94
14214789,0,4.812309491059147
14279265,33,4.42
14280108,0,4.812309491059147
14280138,63,4.9
14280639,18,4.83
14281228,2,4.5
14281632,0,4.812309491059147
14281733,0,4.812309491059147
14282358,7,5.0
14282692,4,4.5
14283414,120,4.98
14214979,0,4.812309491059147
14215814,6,4.5
14216217,0,4.812309491059147
14216305,54,5.0
14216485,102,4.87
14217346,14,4.71
14217417,12,5.0
14219181,0,4.812309491059147
14219461,21,4.9
14219571,0,4.812309491059147
14290964,5,4.8
14292175,0,4.812309491059147
14292561,3,5.0
14293126,0,4.812309491059147
14293562,0,4.812309491059147
14294524,47,4.96
14294576,0,4.812309491059147
14294990,11,5.0
14295049,18,5.0
14295117,0,4.812309491059147
14295408,0,4.812309491059147
14297132,2,4.5
14220124,11,4.45
14220217,0,4.812309491059147
14220582,1,5.0
14220738,9,5.0
14221134,0,4.812309491059147
14226433,291,4.9
14226576,16,4.63
14297700,27,4.63
14298723,0,4.812309491059147
14301432,1,5.0
14302139,0,4.812309491059147
14303105,4,5.0
14304504,1,5.0
14312122,0,4.812309491059147
14312660,0,4.812309491059147
14226937,0,4.812309491059147
14228713,64,4.92
14228757,44,4.84
14229286,5,5.0
14230184,6,4.0
14314808,0,4.812309491059147
14316026,3,5.0
14317520,0,4.812309491059147
14317799,116,4.89
14320663,257,4.92
14320825,2,4.5
14320854,8,5.0
14320992,3,4.67
14321248,4,5.0
14230732,0,4.812309491059147
14231312,0,4.812309491059147
14233347,52,4.98
14234841,7,4.71
14236486,0,4.812309491059147
14237753,0,4.812309491059147
14238219,0,4.812309491059147
14239195,0,4.812309491059147
14239734,0,4.812309491059147
14240162,18,4.94
14322383,32,4.78
14327556,0,4.812309491059147
14328866,11,4.82
14328998,0,4.812309491059147
14330587,2,5.0
14332673,33,4.7
14333435,19,4.89
14335521,24,5.0
14335561,0,4.812309491059147
14245192,0,4.812309491059147
14245627,0,4.812309491059147
14245887,3,5.0
14245974,2,5.0
14248521,21,4.76
14250560,0,4.812309491059147
14250889,0,4.812309491059147
14251825,5,5.0
14252007,5,5.0
14252638,0,4.812309491059147
14253687,20,4.95
14253754,25,4.88
14335821,0,4.812309491059147
14339928,10,4.9
14340894,0,4.812309491059147
14341322,61,4.97
14342266,5,4.6
14349271,0,4.812309491059147
14349999,219,4.91
14350405,90,4.86
14352757,0,4.812309491059147
14352786,10,4.8
14254057,43,4.91
14261758,1,5.0
14419803,12,4.83
14421139,14,4.71
14426605,100,4.62
14427085,77,4.86
14428647,29,4.97
14437971,71,4.92
14354211,46,5.0
14358570,1,5.0
14359837,42,4.4
14365747,49,4.92
14369816,0,4.812309491059147
14370659,17,5.0
14374974,3,5.0
14381855,168,4.85
14439217,9,4.44
14445685,33,4.91
14445753,84,4.82
14448241,0,4.812309491059147
14448438,0,4.812309491059147
14461893,1,5.0
14467347,27,4.85
14469614,1,5.0
14385014,64,4.53
14385589,17,4.71
14385950,0,4.812309491059147
14388475,80,4.93
14393674,0,4.812309491059147
14397349,0,4.812309491059147
14400758,9,4.44
14404669,172,4.43
14413624,60,4.9
14470754,0,4.812309491059147
14483410,0,4.812309491059147
14488323,16,4.88
14488764,2,3.5
14489673,3,5.0
14491414,0,4.812309491059147
14497803,139,4.86
14498637,0,4.812309491059147
14520601,31,4.9
14414448,141,4.59
14417499,34,4.85
14418481,0,4.812309491059147
14916753,9,5.0
14916952,12,5.0
14917170,8,5.0
14917385,283,4.58
14917419,248,4.54
14917509,30,4.63
14917515,0,4.812309491059147
14926392,18,4.94
14521322,116,4.66
14522798,46,4.85
14535489,10,4.9
14539847,130,4.72
14549684,79,4.97
14552730,1,5.0
14555489,171,4.48
14928762,6,4.0
14942294,249,4.89
14944553,26,4.69
14960783,7,4.71
14963047,10,5.0
14968004,6,4.33
14555753,23,5.0
14557214,4,4.5
14570219,0,4.812309491059147
14572608,0,4.812309491059147
14575325,15,4.53
14576092,0,4.812309491059147
14583998,7,5.0
14588346,29,4.97
14978137,5,4.4
14978583,22,4.91
14980313,3,5.0
14992196,48,4.79
14999118,24,5.0
15007102,259,4.75
15014729,90,4.88
15015363,155,4.89
14592653,260,4.92
14599909,11,5.0
14624838,0,4.812309491059147
14648005,16,4.88
14681784,148,4.96
14683121,25,5.0
14689484,38,4.95
14692080,222,4.73
15024669,94,4.94
15024720,47,4.89
15037900,0,4.812309491059147
15037941,112,4.96
15050224,33,4.88
15058245,0,4.812309491059147
15058677,10,4.9
15065015,0,4.812309491059147
15067777,9,4.78
15072509,43,4.98
14693289,0,4.812309491059147
14713533,0,4.812309491059147
14714985,0,4.812309491059147
14727547,34,4.65
14728708,54,4.91
14731085,34,4.74
15086281,1,5.0
15086540,0,4.812309491059147
15098804,8,4.63
15099936,2,5.0
15114084,3,5.0
15115528,53,4.68
15127267,164,4.99
14731105,39,4.87
14744918,192,4.81
14745679,57,4.89
15157439,26,4.92
15158485,245,4.89
15163003,14,5.0
15176313,86,4.57
15177216,177,4.79
15178371,1,5.0
15191091,164,4.63
14746073,38,4.97
14746345,35,4.94
14755991,41,4.95
14767217,28,5.0
14767246,24,4.75
14771373,107,4.97
15191886,0,4.812309491059147
15192162,0,4.812309491059147
15195460,1,5.0
15200572,8,4.38
15200759,157,4.82
15207920,2,5.0
15219005,39,4.97
15219625,0,4.812309491059147
15222344,191,4.72
14774339,0,4.812309491059147
14782104,23,4.87
14785804,107,4.91
14789341,6,4.83
15222505,66,4.73
15222615,87,4.74
15232495,330,4.89
15234314,6,4.83
15234870,2,5.0
15235724,11,4.73
15238919,62,4.84
15240123,5,5.0
14798760,20,4.65
14800456,39,4.74
14801287,34,4.97
15247615,42,4.98
15250626,12,4.42
15268167,0,4.812309491059147
15272157,120,4.84
15275172,57,4.91
15286284,79,4.71
15296499,14,4.43
14802815,1,5.0
14804737,19,4.95
14805065,16,4.94
14805946,40,4.63
14806193,48,4.94
14824047,107,4.63
14824084,1,5.0
14824685,70,5.0
14827008,22,4.73
15307683,282,4.8
15327567,3,4.67
15345328,0,4.812309491059147
15346135,13,4.92
15358475,64,4.66
15359080,0,4.812309491059147
15391967,2,4.5
15396650,68,4.79
15419648,8,4.88
14832187,53,4.28
14832276,133,4.94
14854001,3,5.0
14865477,134,4.88
14869756,173,4.93
14871151,1,5.0
14871272,0,4.812309491059147
14871822,2,4.5
14872123,172,4.87
14872664,101,4.74
14879161,156,4.97
14879215,52,4.35
14879216,13,4.15
14882341,114,4.95
15423469,37,4.81
15435108,176,4.97
15451907,0,4.812309491059147
15452166,12,5.0
15465749,20,4.7
15465917,14,4.64
15475480,16,4.69
14911642,143,4.73
14912877,192,4.9
14915462,13,4.62
16100232,4,5.0
16106355,70,4.56
16112187,30,4.83
15483501,97,4.73
15518477,0,4.812309491059147
15523592,75,4.83
15533639,67,4.58
15534013,99,4.85
15534035,75,4.95
15537171,2,5.0
15544233,257,4.95
15545659,127,4.76
15553816,58,4.79
16122432,2,5.0
16122567,1,4.0
16124348,5,4.4
16128181,2,5.0
16130825,97,4.72
16132296,24,4.88
16135214,42,4.95
15579317,5,4.6
15594861,50,4.76
15602866,0,4.812309491059147
15621889,159,4.62
15632944,43,4.74
15641498,1,5.0
15654082,350,4.85
15665452,43,4.93
16155982,14,4.64
16160198,14,4.93
16162807,6,4.67
16174374,347,4.5
16175116,58,4.9
15678636,26,4.96
15678714,12,4.83
15702553,142,4.91
15702894,70,4.84
15706921,35,4.83
15707503,72,4.94
15715466,177,4.95
15717892,30,4.8
15719060,0,4.812309491059147
16178448,124,4.82
16178461,78,4.85
16183766,245,4.71
16185660,3,4.67
15720762,19,4.89
15734269,1,4.0
15745896,92,4.9
15753657,34,4.91
15770667,19,4.89
15772357,53,4.79
15773791,64,4.91
15778437,543,4.81
16188316,21,4.86
16188481,3,5.0
16191613,74,4.84
16191737,58,4.64
16193785,28,4.82
16200321,22,4.86
16201494,0,4.812309491059147
16201771,17,4.94
15790471,16,4.81
15798587,123,4.65
15799933,0,4.812309491059147
15812387,0,4.812309491059147
15814733,129,4.9
15818132,13,4.46
16214279,18,3.94
16215277,18,4.83
16215674,3,4.67
16215998,2,4.5
16221202,0,4.812309491059147
16231007,225,4.85
16233000,139,4.94
16235151,8,5.0
16235479,3,5.0
15818312,60,4.9
15831701,27,4.7
15839218,19,4.68
15845624,91,4.73
15851518,42,4.9
15857288,24,4.79
15868583,8,5.0
15872886,3,4.0
16236395,2,5.0
16236772,197,4.66
16239478,199,4.89
16241640,75,4.88
16242342,48,4.52
15884199,58,4.9
15888633,145,4.54
15902341,137,4.87
15915360,48,4.96
15916604,0,4.812309491059147
15917747,26,4.73
15920380,3,5.0
16242485,1,5.0
16250115,0,4.812309491059147
16253485,1,5.0
16258163,374,4.93
16264951,1,5.0
16269444,11,4.73
16280900,270,4.95
16295378,1,5.0
16300391,106,4.93
16301344,57,4.67
15926249,28,4.96
15934647,114,4.69
15935255,8,5.0
15936745,233,4.88
15940267,16,4.63
16301465,30,4.97
16305985,8,4.75
16308966,24,5.0
16313422,109,4.82
16313853,0,4.812309491059147
16319603,29,4.83
15947667,60,4.88
15950533,59,4.85
15954596,0,4.812309491059147
15954965,37,4.92
15956285,50,4.8
15965441,0,4.812309491059147
15965575,1,5.0
15965687,1,5.0
15985147,12,4.92
16000029,112,4.88
16335416,5,5.0
16335501,6,5.0
16347789,0,4.812309491059147
16348530,22,4.82
16349307,11,5.0
16350908,26,4.69
16362358,2,1.0
16365226,4,4.5
16373255,0,4.812309491059147
16373720,37,4.86
16013235,1,5.0
16014664,12,5.0
16019128,22,5.0
16025300,1,4.0
16031621,14,4.5
16036940,234,4.96
16046576,30,4.93
16046880,183,4.96
16047655,37,5.0
16374231,0,4.812309491059147
16377832,30,4.73
16377843,86,4.85
16379058,4,5.0
16380529,32,4.88
16380608,152,4.89
16382042,1,5.0
16399950,165,4.94
16071117,1,5.0
16072895,90,4.78
16076968,17,4.94
16079120,91,4.41
16080580,5,5.0
16400665,70,4.86
16402717,0,4.812309491059147
16403065,6,4.83
16404272,35,4.94
16406693,2,5.0
16434240,107,4.76
16434297,129,4.85
16434657,10,4.6
16438335,7,4.43
16441543,6,4.83
16094410,12,4.33
16441708,0,4.812309491059147
16452851,23,4.96
16467220,118,4.88
16472297,0,4.812309491059147
16472624,181,4.83
16473072,346,4.76
16876716,150,4.69
16878650,464,4.88
16878662,4,4.75
16476688,144,4.87
16490197,43,4.98
16494691,73,4.81
16503070,87,4.74
16515467,28,4.93
16881856,50,5.0
16883414,17,5.0
16884347,102,4.83
16885042,0,4.812309491059147
16516878,50,4.82
16517824,68,4.9
16527682,1,5.0
16527913,2,4.0
16531263,5,4.8
16531549,50,4.62
16537993,141,4.84
16543943,215,4.88
16547352,3,4.67
16890517,14,4.57
16895335,207,4.93
16898126,15,4.93
16903072,93,4.98
16907611,94,4.84
16548127,10,5.0
16553680,55,4.2
16555169,8,4.75
16566044,12,4.92
16570356,97,4.91
16578086,63,4.89
16582344,20,4.75
16907873,9,4.89
16910742,254,4.66
16910995,57,4.89
16921343,32,4.84
16921381,202,4.65
16929156,50,4.74
16939298,0,4.812309491059147
16940917,12,5.0
16582663,6,4.5
16583730,86,4.83
16585028,156,4.78
16593214,40,4.88
16599293,34,4.88
16601832,20,4.65
16602023,30,4.77
16616831,46,4.76
16941615,3,3.67
16946133,0,4.812309491059147
16969227,5,5.0
16971812,129,4.87
16973762,1,4.0
16979466,12,4.92
16985199,0,4.812309491059147
16986410,4,4.75
16989942,37,4.95
16620390,10,4.6
16632248,53,4.92
16644027,79,4.99
16649195,1,5.0
16655638,219,4.93
16657294,50,4.88
16991073,63,4.89
16996376,17,4.94
16997388,2,5.0
16997576,0,4.812309491059147
17008048,6,4.83
17009895,23,4.57
17011182,32,4.97
16674079,14,4.93
16684892,5,5.0
16698656,126,4.88
16699069,1,5.0
16718829,22,4.59
16720932,32,4.84
16722103,0,4.812309491059147
17024512,4,5.0
17025481,15,5.0
17027174,0,4.812309491059147
17045685,214,4.9
16724846,0,4.812309491059147
16731619,29,4.55
16735578,2,5.0
16741921,94,4.69
16748382,20,4.85
16752194,39,4.54
16757009,80,4.86
16761629,67,4.91
17074151,22,4.86
16763299,3,5.0
16763996,13,4.92
16765282,25,4.24
16766773,0,4.812309491059147
16768116,63,4.67
17092397,152,4.89
17097072,0,4.812309491059147
17105208,12,4.75
17107485,38,4.82
17108200,17,4.94
17109281,0,4.812309491059147
17109390,1,3.0
17116829,24,4.88
17121117,0,4.812309491059147
16786468,2,5.0
16790648,47,4.79
16793483,3,2.33
16794421,17,4.88
16802471,240,4.72
16809521,17,4.88
16812617,6,5.0
17131588,149,4.81
17134605,190,4.82
17140602,10,4.8
17142309,72,4.85
17150021,282,4.84
16820132,0,4.812309491059147
16820924,1,5.0
16826772,45,4.98
16829863,6,4.83
16831094,28,4.93
16837692,71,4.87
16843733,153,4.93
17151683,38,4.76
17152340,14,4.71
17155292,52,4.77
17155878,7,5.0
17169136,104,4.95
17175938,48,4.85
17181948,69,5.0
17184449,168,4.65
17187505,21,4.86
17187512,0,4.812309491059147
17190064,123,4.95
16853782,11,4.73
16854701,47,4.49
16854726,78,4.77
16858578,56,5.0
16858782,2,5.0
16859349,18,5.0
16863700,5,5.0
17254789,21,4.95
17261615,77,4.82
17208550,0,4.812309491059147
17210513,25,4.96
17214996,15,4.93
17215953,46,4.93
17218137,0,4.812309491059147
17219593,9,4.78
17261821,2,5.0
17262940,39,4.82
17264488,169,4.86
17265067,34,5.0
17265325,10,4.9
17268202,3,5.0
17270439,19,4.32
17278757,0,4.812309491059147
17282492,0,4.812309491059147
17228381,41,4.59
17229141,41,4.98
17233452,16,4.81
17235379,8,5.0
17283195,4,5.0
17283938,153,4.75
17308950,197,4.95
17310436,11,4.91
17319568,7,4.86
17319720,17,4.47
17319848,363,4.84
17325047,9,4.89
17243315,167,4.95
17245663,5,4.8
17246462,2,4.5
17246868,181,4.91
17248979,28,4.82
17250828,48,4.88
17254547,45,5.0
17920243,0,4.812309491059147
17327014,8,5.0
17329080,8,4.75
17329201,1,5.0
17329329,2,5.0
17344324,1,5.0
17346852,0,4.812309491059147
17354515,33,4.97
17355143,16,4.69
17357364,56,4.79
17360233,0,4.812309491059147
17932210,87,4.84
17933699,104,4.7
17934886,17,4.76
17935826,20,4.85
17957060,0,4.812309491059147
17959186,5,4.8
17962555,23,4.91
17973744,1,5.0
17361201,14,4.79
17363008,101,5.0
17363975,45,4.96
17367352,2,5.0
17369033,34,4.91
17398321,27,4.81
17399810,20,4.95
17399906,2,5.0
17412494,257,4.81
17987496,47,4.87
17989551,0,4.812309491059147
17990663,33,4.55
17999548,46,4.8
18011580,0,4.812309491059147
18020787,33,4.82
18023097,1,4.0
18026445,2,5.0
17413307,1,5.0
17413545,63,4.83
17415476,1,5.0
17449701,22,5.0
17461491,106,4.91
17461837,37,4.59
17494361,39,4.95
18036273,0,4.812309491059147
18036501,1,5.0
18073155,160,4.89
18076714,13,5.0
17497476,0,4.812309491059147
17509748,10,4.8
17525546,19,5.0
17529188,7,5.0
17530137,0,4.812309491059147
17542284,0,4.812309491059147
17545824,57,4.77
17557314,4,4.5
17573393,5,5.0
18077748,16,4.69
18087389,22,4.86
18095211,0,4.812309491059147
18104722,4,4.5
17584991,23,4.96
17588788,0,4.812309491059147
17589058,29,4.93
17602004,16,5.0
17604930,40,4.95
17608070,11,5.0
17609904,41,4.76
17616337,34,4.88
17620948,153,4.61
18105960,28,4.64
18110467,220,4.9
17621323,17,4.94
17638486,216,4.63
17646772,111,4.81
17649390,7,4.86
17681761,22,5.0
17711390,120,4.63
17712025,60,4.73
18137088,369,4.72
18138372,32,5.0
18140520,15,5.0
18150618,48,4.9
18154297,30,4.97
18154964,0,4.812309491059147
17715558,330,4.91
17720090,6,5.0
17735765,11,4.45
17765252,4,4.75
17775225,13,4.69
18156037,46,4.72
18159534,44,5.0
18161280,0,4.812309491059147
18179919,18,4.67
17775509,77,4.99
17790497,1,5.0
17792255,0,4.812309491059147
17802889,68,4.82
17809385,56,4.95
17810246,55,4.87
17837541,240,4.87
17843566,52,4.48
18180498,1,5.0
18187383,90,4.87
18195845,3,4.67
18214173,55,4.69
18235430,28,4.75
18252795,0,4.812309491059147
18261844,130,4.89
18269210,25,4.96
17863593,115,4.72
17864201,31,5.0
17865987,607,4.85
17872900,0,4.812309491059147
17876972,1,5.0
17877921,19,4.89
17900158,8,4.88
18810409,132,4.93
18294244,55,4.85
18305065,43,5.0
18310913,49,4.76
18335658,150,4.92
18820613,194,4.68
18827018,0,4.812309491059147
18836200,7,4.86
18836408,2,4.0
18876756,107,4.97
18894918,203,4.83
18902202,82,4.89
18962103,171,4.85
18346067,0,4.812309491059147
18346333,9,5.0
18373593,3,5.0
18375433,178,4.87
18376819,35,4.83
18381658,44,4.95
18386381,6,4.5
18392779,101,4.48
18393419,257,4.65
18394276,83,4.92
18976998,245,4.91
18979697,14,4.64
18986179,56,4.7
19014343,4,5.0
19017652,182,4.85
19018586,174,4.92
19030679,109,4.95
19033541,194,4.84
18411569,123,4.63
18415869,77,4.92
18443769,4,5.0
18458814,52,4.75
18520346,23,4.39
19036596,153,4.89
